"draw","parameter","value"
296,"fv0",0.161582
296,"gamma1",0.937798
296,"gammad",5.03278
296,"gammav",3.66862
296,"kb",2.81351
296,"kc",2.34365
296,"kd",0.442146
296,"kv",2.28454
296,"phi0",0.917972
296,"phi1",0.0004793
296,"theta0",0.0532424
296,"theta1",8.9e-05
296,"ub",5.3914
296,"uc",8.1739
296,"uv",17.2221
296,"ud",5.23836
297,"ib0",28.53729
297,"ic0",25.47046
297,"id0",0.1595136
297,"iv0",1.30981
297,"pcm",0.710336
297,"pvm",0.301513
297,"ad",8667.92
297,"av",2667.53
297,"b0",0.872086
297,"cd",0.0744446
297,"cu",0.0113577
297,"rm",72.4409
297,"d1",0.189984
297,"du",122.834
297,"rvm",56.0622
297,"fd0",0.0097621
297,"fv0",0.144394
297,"gamma1",5.97823
297,"gammad",4.31555
297,"gammav",2.63678
297,"kb",2.46273
297,"kc",2.5876
297,"kd",0.290925
297,"kv",1.87694
297,"phi0",0.664229
297,"phi1",0.0010223
297,"theta0",0.0812081
297,"theta1",3.09e-05
297,"ub",4.6015
297,"uc",3.31438
297,"uv",2.38023
297,"ud",7.5491
298,"ib0",38.89166
298,"ic0",15.54147
298,"id0",2.477723
298,"iv0",0.7959725
298,"pcm",0.79349
298,"pvm",0.138912
298,"ad",7297.68
298,"av",2173.11
298,"b0",0.529139
298,"cd",0.0864349
298,"cu",0.0101479
298,"rm",67.0008
298,"d1",0.0984296
298,"du",121.801
298,"rvm",95.0036
298,"fd0",0.0245518
298,"fv0",0.0785312
298,"gamma1",3.6298
298,"gammad",5.25101
298,"gammav",2.10553
298,"kb",1.97402
298,"kc",2.31983
298,"kd",0.472068
298,"kv",1.94931
298,"phi0",0.973681
298,"phi1",0.0007685
298,"theta0",0.0569293
298,"theta1",0.0001418
298,"ub",9.37627
298,"uc",4.48149
298,"uv",0.875507
298,"ud",9.37083
299,"ib0",42.0406
299,"ic0",22.42645
299,"id0",2.792925
299,"iv0",1.7887
299,"pcm",0.722166
299,"pvm",0.184492
299,"ad",6827.08
299,"av",2948.4
299,"b0",0.626926
299,"cd",0.0724325
299,"cu",0.01443
299,"rm",67.7775
299,"d1",0.152492
299,"du",75.4863
299,"rvm",93.9298
299,"fd0",0.0109048
299,"fv0",0.294642
299,"gamma1",5.59808
299,"gammad",5.53623
299,"gammav",3.79363
299,"kb",2.14896
299,"kc",2.32567
299,"kd",0.467845
299,"kv",2.41602
299,"phi0",0.717606
299,"phi1",0.0005076
299,"theta0",0.0648036
299,"theta1",7.37e-05
299,"ub",3.7189
299,"uc",3.11022
299,"uv",22.6969
299,"ud",11.418
300,"ib0",60.84727
300,"ic0",20.63955
300,"id0",1.203755
300,"iv0",0.7140782
300,"pcm",0.628129
300,"pvm",0.334438
300,"ad",9220.1
300,"av",3077.78
300,"b0",0.562272
300,"cd",0.0473577
300,"cu",0.0070485
300,"rm",71.609
300,"d1",0.217621
300,"du",116.947
300,"rvm",72.765
300,"fd0",0.0068696
300,"fv0",0.0307319
300,"gamma1",0.966377
300,"gammad",4.48508
300,"gammav",2.42799
300,"kb",2.45869
300,"kc",2.3576
300,"kd",0.560326
300,"kv",1.6498
300,"phi0",0.655037
300,"phi1",6.03e-05
300,"theta0",0.0564817
300,"theta1",0.0002751
300,"ub",14.8492
300,"uc",4.34664
300,"uv",12.4527
300,"ud",13.5508
301,"ib0",43.37358
301,"ic0",15.08437
301,"id0",0.5097671
301,"iv0",1.180816
301,"pcm",0.945866
301,"pvm",0.210439
301,"ad",8505.7
301,"av",2174.16
301,"b0",0.666477
301,"cd",0.098741
301,"cu",0.0126765
301,"rm",59.7189
301,"d1",0.127884
301,"du",86.1259
301,"rvm",61.9301
301,"fd0",0.0258395
301,"fv0",0.179439
301,"gamma1",6.12503
301,"gammad",5.02881
301,"gammav",2.82547
301,"kb",2.14971
301,"kc",2.38155
301,"kd",0.349891
301,"kv",2.02101
301,"phi0",0.686945
301,"phi1",0.0022372
301,"theta0",0.0693557
301,"theta1",9.74e-05
301,"ub",11.0858
301,"uc",6.26968
301,"uv",5.21637
301,"ud",17.1687
302,"ib0",44.55523
302,"ic0",13.27892
302,"id0",2.022606
302,"iv0",0.6752856
302,"pcm",0.82218
302,"pvm",0.120503
302,"ad",7400.84
302,"av",2535.63
302,"b0",0.481972
302,"cd",0.0643552
302,"cu",0.0140721
302,"rm",67.6228
302,"d1",0.200275
302,"du",81.2238
302,"rvm",72.379
302,"fd0",0.009622
302,"fv0",0.199049
302,"gamma1",2.99043
302,"gammad",5.71385
302,"gammav",2.98519
302,"kb",2.2816
302,"kc",2.40185
302,"kd",0.693744
302,"kv",2.26412
302,"phi0",0.801537
302,"phi1",0.0009978
302,"theta0",0.140865
302,"theta1",0.0001563
302,"ub",5.57578
302,"uc",10.7961
302,"uv",4.559
302,"ud",16.4696
303,"ib0",30.14778
303,"ic0",19.17217
303,"id0",1.780601
303,"iv0",0.8702655
303,"pcm",0.952545
303,"pvm",0.20484
303,"ad",7924.68
303,"av",2530.8
303,"b0",0.632998
303,"cd",0.0666988
303,"cu",0.0033305
303,"rm",63.8218
303,"d1",0.181023
303,"du",104.086
303,"rvm",101.559
303,"fd0",0.0027163
303,"fv0",0.206043
303,"gamma1",1.06361
303,"gammad",4.32905
303,"gammav",3.59004
303,"kb",2.86434
303,"kc",2.15478
303,"kd",0.537173
303,"kv",2.33784
303,"phi0",0.690377
303,"phi1",0.0005106
303,"theta0",0.100174
303,"theta1",4.1e-05
303,"ub",7.87971
303,"uc",5.78578
303,"uv",46.9596
303,"ud",9.98107
304,"ib0",49.6997
304,"ic0",17.47749
304,"id0",2.535096
304,"iv0",1.598599
304,"pcm",0.808547
304,"pvm",0.137731
304,"ad",7501.79
304,"av",4538.69
304,"b0",0.674215
304,"cd",0.0851297
304,"cu",0.0048299
304,"rm",62.8821
304,"d1",0.177401
304,"du",114.097
304,"rvm",91.5464
304,"fd0",0.008638
304,"fv0",0.719345
304,"gamma1",1.95714
304,"gammad",5.12321
304,"gammav",1.4626
304,"kb",2.0699
304,"kc",2.20415
304,"kd",0.508009
304,"kv",2.50311
304,"phi0",0.77754
304,"phi1",0.0004065
304,"theta0",0.0846777
304,"theta1",3.47e-05
304,"ub",11.6003
304,"uc",9.24289
304,"uv",27.8128
304,"ud",5.41613
305,"ib0",20.99718
305,"ic0",16.64292
305,"id0",1.007421
305,"iv0",0.7261281
305,"pcm",0.88101
305,"pvm",0.186937
305,"ad",8251.58
305,"av",2036.6
305,"b0",0.592372
305,"cd",0.0668388
305,"cu",0.0272853
305,"rm",69.18
305,"d1",0.163844
305,"du",121.211
305,"rvm",68.9465
305,"fd0",0.0035079
305,"fv0",0.173775
305,"gamma1",5.93402
305,"gammad",4.34151
305,"gammav",3.57014
305,"kb",2.21245
305,"kc",2.80215
305,"kd",0.409134
305,"kv",1.73746
305,"phi0",0.828532
305,"phi1",0.0015978
305,"theta0",0.175972
305,"theta1",2.6e-05
305,"ub",15.7733
305,"uc",10.7953
305,"uv",7.20368
305,"ud",6.30754
306,"ib0",48.42314
306,"ic0",19.91322
306,"id0",2.475442
306,"iv0",0.8675423
306,"pcm",0.668856
306,"pvm",0.145202
306,"ad",8117.85
306,"av",4121.14
306,"b0",0.656499
306,"cd",0.0711559
306,"cu",0.0068078
306,"rm",68.1868
306,"d1",0.170138
306,"du",121.165
306,"rvm",78.767
306,"fd0",0.0132536
306,"fv0",0.0843615
306,"gamma1",2.10089
306,"gammad",4.7442
306,"gammav",1.60392
306,"kb",2.31829
306,"kc",2.27397
306,"kd",0.516529
306,"kv",1.89527
306,"phi0",0.872407
306,"phi1",0.0012694
306,"theta0",0.0965254
306,"theta1",6.58e-05
306,"ub",10.2638
306,"uc",6.2307
306,"uv",1.97756
306,"ud",4.81543
307,"ib0",41.96986
307,"ic0",18.4193
307,"id0",0.2934541
307,"iv0",0.7046238
307,"pcm",0.942597
307,"pvm",0.217316
307,"ad",8518.92
307,"av",2938.12
307,"b0",0.568439
307,"cd",0.0577779
307,"cu",0.0059673
307,"rm",60.4048
307,"d1",0.247384
307,"du",95.926
307,"rvm",62.0682
307,"fd0",0.0009428
307,"fv0",0.0911239
307,"gamma1",3.23993
307,"gammad",4.82057
307,"gammav",2.7242
307,"kb",2.37885
307,"kc",2.34546
307,"kd",0.355017
307,"kv",1.93625
307,"phi0",0.728654
307,"phi1",0.0004121
307,"theta0",0.0777077
307,"theta1",0.0001191
307,"ub",5.39481
307,"uc",6.67932
307,"uv",11.6194
307,"ud",20.8423
308,"ib0",54.89275
308,"ic0",19.15671
308,"id0",1.937401
308,"iv0",1.089669
308,"pcm",0.885918
308,"pvm",0.330039
308,"ad",7926.53
308,"av",2529.56
308,"b0",0.58002
308,"cd",0.0603671
308,"cu",0.0149713
308,"rm",57.4894
308,"d1",0.141073
308,"du",106.69
308,"rvm",54.0644
308,"fd0",0.0088738
308,"fv0",0.127319
308,"gamma1",4.00979
308,"gammad",4.92306
308,"gammav",3.62511
308,"kb",1.64711
308,"kc",2.20787
308,"kd",0.403729
308,"kv",2.09576
308,"phi0",0.806231
308,"phi1",0.0004895
308,"theta0",0.0474641
308,"theta1",0.0001201
308,"ub",15.073
308,"uc",4.5456
308,"uv",27.4207
308,"ud",6.49386
309,"ib0",32.05672
309,"ic0",18.27745
309,"id0",2.47973
309,"iv0",0.9436501
309,"pcm",0.777955
309,"pvm",0.250765
309,"ad",7810.09
309,"av",2379.51
309,"b0",0.613387
309,"cd",0.0541791
309,"cu",0.0101791
309,"rm",69.2522
309,"d1",0.150655
309,"du",110.996
309,"rvm",60.9096
309,"fd0",0.0060964
309,"fv0",0.143462
309,"gamma1",3.8696
309,"gammad",4.69221
309,"gammav",2.17568
309,"kb",1.83268
309,"kc",2.33649
309,"kd",0.49381
309,"kv",1.90587
309,"phi0",0.840958
309,"phi1",0.0007084
309,"theta0",0.102992
309,"theta1",9.14e-05
309,"ub",9.45429
309,"uc",7.64171
309,"uv",5.10783
309,"ud",14.9443
310,"ib0",31.3264
310,"ic0",13.70914
310,"id0",2.50096
310,"iv0",0.5918075
310,"pcm",0.919528
310,"pvm",0.212204
310,"ad",8387.61
310,"av",2901.2
310,"b0",0.603563
310,"cd",0.0675972
310,"cu",0.0007656
310,"rm",64.8946
310,"d1",0.187245
310,"du",97.9972
310,"rvm",75.8376
310,"fd0",0.0086918
310,"fv0",0.0915923
310,"gamma1",1.04964
310,"gammad",4.60591
310,"gammav",2.26658
310,"kb",2.31948
310,"kc",2.14247
310,"kd",0.635944
310,"kv",1.76065
310,"phi0",0.68348
310,"phi1",0.0001808
310,"theta0",0.111805
310,"theta1",3.99e-05
310,"ub",5.22218
310,"uc",7.6372
310,"uv",5.06956
310,"ud",15.0031
311,"ib0",64.79228
311,"ic0",14.3493
311,"id0",0.9409296
311,"iv0",1.054626
311,"pcm",0.660331
311,"pvm",0.174123
311,"ad",9002.61
311,"av",2194.3
311,"b0",0.569405
311,"cd",0.0451847
311,"cu",0.0062424
311,"rm",70.0517
311,"d1",0.181923
311,"du",105.17
311,"rvm",85.2543
311,"fd0",0.011108
311,"fv0",0.241399
311,"gamma1",0.917671
311,"gammad",4.43566
311,"gammav",4.68327
311,"kb",1.85873
311,"kc",2.16149
311,"kd",0.450105
311,"kv",2.25205
311,"phi0",0.630493
311,"phi1",0.0005607
311,"theta0",0.0776194
311,"theta1",8.24e-05
311,"ub",3.15311
311,"uc",9.00914
311,"uv",37.0338
311,"ud",10.0689
312,"ib0",62.99098
312,"ic0",15.36114
312,"id0",2.876971
312,"iv0",0.9327829
312,"pcm",0.840365
312,"pvm",0.156157
312,"ad",7827.69
312,"av",1905.92
312,"b0",0.515265
312,"cd",0.0655425
312,"cu",0.0052801
312,"rm",62.3753
312,"d1",0.189679
312,"du",90.5917
312,"rvm",64.8506
312,"fd0",0.0110283
312,"fv0",0.297171
312,"gamma1",1.27706
312,"gammad",6.47603
312,"gammav",4.21973
312,"kb",1.83674
312,"kc",2.18911
312,"kd",0.647806
312,"kv",1.86149
312,"phi0",0.582913
312,"phi1",9.47e-06
312,"theta0",0.136909
312,"theta1",2.49e-05
312,"ub",5.58051
312,"uc",8.36645
312,"uv",1.3861
312,"ud",6.79608
313,"ib0",81.15138
313,"ic0",13.12504
313,"id0",0.9311868
313,"iv0",0.6606866
313,"pcm",0.553177
313,"pvm",0.205113
313,"ad",7427.68
313,"av",2971.69
313,"b0",0.573801
313,"cd",0.101281
313,"cu",0.0050109
313,"rm",74.2073
313,"d1",0.144385
313,"du",127.38
313,"rvm",75.9348
313,"fd0",0.0121267
313,"fv0",0.118722
313,"gamma1",1.35596
313,"gammad",5.62236
313,"gammav",2.46933
313,"kb",1.58099
313,"kc",2.01578
313,"kd",0.446095
313,"kv",1.87085
313,"phi0",0.890964
313,"phi1",0.0004354
313,"theta0",0.107215
313,"theta1",6.85e-05
313,"ub",4.56582
313,"uc",7.98932
313,"uv",26.4908
313,"ud",8.58067
314,"ib0",33.05339
314,"ic0",16.86099
314,"id0",3.018884
314,"iv0",1.129108
314,"pcm",0.762236
314,"pvm",0.140934
314,"ad",6962.46
314,"av",2575.46
314,"b0",0.755112
314,"cd",0.0808551
314,"cu",0.0041467
314,"rm",70.6922
314,"d1",0.145625
314,"du",125.844
314,"rvm",115.523
314,"fd0",0.0195494
314,"fv0",0.149865
314,"gamma1",2.09427
314,"gammad",5.84466
314,"gammav",2.02312
314,"kb",2.08456
314,"kc",2.14272
314,"kd",0.449161
314,"kv",1.8749
314,"phi0",0.628223
314,"phi1",0.0007534
314,"theta0",0.109652
314,"theta1",4.12e-05
314,"ub",6.7086
314,"uc",7.62168
314,"uv",8.2209
314,"ud",19.0051
315,"ib0",27.5069
315,"ic0",27.03814
315,"id0",3.918652
315,"iv0",1.421911
315,"pcm",0.858629
315,"pvm",0.228058
315,"ad",8175.18
315,"av",2743.68
315,"b0",0.8088
315,"cd",0.102592
315,"cu",0.0159844
315,"rm",66.2972
315,"d1",0.194985
315,"du",137.755
315,"rvm",75.2813
315,"fd0",0.0056627
315,"fv0",0.209226
315,"gamma1",12.2443
315,"gammad",4.1862
315,"gammav",2.5609
315,"kb",2.1832
315,"kc",2.37976
315,"kd",0.651226
315,"kv",1.97262
315,"phi0",0.727732
315,"phi1",0.0002385
315,"theta0",0.0618153
315,"theta1",5.34e-05
315,"ub",15.5171
315,"uc",4.36102
315,"uv",9.80295
315,"ud",13.9353
316,"ib0",68.76137
316,"ic0",24.12386
316,"id0",1.762726
316,"iv0",0.8322156
316,"pcm",0.616967
316,"pvm",0.191822
316,"ad",8347.36
316,"av",2603.18
316,"b0",0.598226
316,"cd",0.0587728
316,"cu",0.0101625
316,"rm",73.1419
316,"d1",0.143782
316,"du",126.196
316,"rvm",87.1194
316,"fd0",0.0035058
316,"fv0",0.101258
316,"gamma1",4.35467
316,"gammad",4.18778
316,"gammav",2.34558
316,"kb",2.31794
316,"kc",2.81736
316,"kd",0.50813
316,"kv",1.88833
316,"phi0",0.674092
316,"phi1",0.002065
316,"theta0",0.116976
316,"theta1",3.41e-05
316,"ub",6.1793
316,"uc",4.22973
316,"uv",11.2078
316,"ud",11.7705
317,"ib0",38.27674
317,"ic0",20.92562
317,"id0",1.451362
317,"iv0",1.116522
317,"pcm",0.90733
317,"pvm",0.261012
317,"ad",8102.27
317,"av",2316.02
317,"b0",0.66932
317,"cd",0.0750425
317,"cu",0.0047094
317,"rm",67.3298
317,"d1",0.166287
317,"du",86.3012
317,"rvm",70.4526
317,"fd0",0.0123266
317,"fv0",0.183022
317,"gamma1",1.61964
317,"gammad",5.08414
317,"gammav",2.86236
317,"kb",2.47072
317,"kc",2.34632
317,"kd",0.473475
317,"kv",2.2371
317,"phi0",0.732419
317,"phi1",0.0001812
317,"theta0",0.0406937
317,"theta1",0.0002243
317,"ub",6.16066
317,"uc",3.59953
317,"uv",60.5705
317,"ud",15.4738
318,"ib0",37.88695
318,"ic0",20.76834
318,"id0",1.217121
318,"iv0",1.412792
318,"pcm",0.828964
318,"pvm",0.236595
318,"ad",8302.82
318,"av",4523.41
318,"b0",0.547894
318,"cd",0.0662979
318,"cu",0.00162
318,"rm",64.034
318,"d1",0.211311
318,"du",128.654
318,"rvm",74.2491
318,"fd0",0.0046822
318,"fv0",0.173372
318,"gamma1",1.8928
318,"gammad",5.62044
318,"gammav",1.78248
318,"kb",1.65733
318,"kc",2.51152
318,"kd",0.604793
318,"kv",2.23858
318,"phi0",0.769309
318,"phi1",0.0001376
318,"theta0",0.0494388
318,"theta1",9.78e-05
318,"ub",9.01072
318,"uc",2.58963
318,"uv",18.0903
318,"ud",14.1063
319,"ib0",54.30069
319,"ic0",22.13932
319,"id0",3.973377
319,"iv0",0.7860178
319,"pcm",0.810027
319,"pvm",0.223481
319,"ad",7547.01
319,"av",2871.87
319,"b0",0.605943
319,"cd",0.0954963
319,"cu",0.0061972
319,"rm",63.0063
319,"d1",0.177286
319,"du",109.122
319,"rvm",82.5885
319,"fd0",0.0143317
319,"fv0",0.0436091
319,"gamma1",2.73672
319,"gammad",5.28512
319,"gammav",2.18054
319,"kb",2.51887
319,"kc",2.65851
319,"kd",0.511101
319,"kv",1.60141
319,"phi0",0.772279
319,"phi1",0.0007036
319,"theta0",0.0544065
319,"theta1",0.0001058
319,"ub",11.4311
319,"uc",2.80157
319,"uv",2.5362
319,"ud",9.1585
320,"ib0",44.78727
320,"ic0",20.17281
320,"id0",2.051303
320,"iv0",1.402499
320,"pcm",0.783792
320,"pvm",0.123689
320,"ad",7074.43
320,"av",3143.54
320,"b0",0.606328
320,"cd",0.0447671
320,"cu",0.0052369
320,"rm",69.9893
320,"d1",0.117347
320,"du",117.382
320,"rvm",90.0171
320,"fd0",0.0025609
320,"fv0",0.333961
320,"gamma1",2.25082
320,"gammad",5.30412
320,"gammav",2.68534
320,"kb",2.72362
320,"kc",2.36876
320,"kd",0.333976
320,"kv",2.3205
320,"phi0",0.68042
320,"phi1",0.0002108
320,"theta0",0.147671
320,"theta1",2.81e-05
320,"ub",5.5648
320,"uc",7.99445
320,"uv",1.28428
320,"ud",8.70458
321,"ib0",55.68512
321,"ic0",15.6285
321,"id0",4.382283
321,"iv0",1.169705
321,"pcm",0.713775
321,"pvm",0.117265
321,"ad",8248.26
321,"av",2952.05
321,"b0",0.595254
321,"cd",0.0602947
321,"cu",0.0166404
321,"rm",68.6464
321,"d1",0.210076
321,"du",94.5956
321,"rvm",112.778
321,"fd0",0.0160883
321,"fv0",0.415762
321,"gamma1",5.69264
321,"gammad",5.39191
321,"gammav",2.73489
321,"kb",2.43882
321,"kc",2.32521
321,"kd",0.739836
321,"kv",2.44215
321,"phi0",0.768145
321,"phi1",0.0017674
321,"theta0",0.186518
321,"theta1",4.54e-05
321,"ub",5.92211
321,"uc",6.26406
321,"uv",17.1954
321,"ud",11.4226
322,"ib0",19.74842
322,"ic0",22.97689
322,"id0",2.913107
322,"iv0",1.542564
322,"pcm",0.948012
322,"pvm",0.213138
322,"ad",7549.94
322,"av",2234.84
322,"b0",0.760542
322,"cd",0.0539766
322,"cu",0.014127
322,"rm",69.5959
322,"d1",0.131398
322,"du",106.345
322,"rvm",73.5165
322,"fd0",0.0006813
322,"fv0",0.258698
322,"gamma1",4.64997
322,"gammad",4.7186
322,"gammav",4.21245
322,"kb",2.28374
322,"kc",2.49506
322,"kd",0.419755
322,"kv",2.29526
322,"phi0",0.854983
322,"phi1",0.0005312
322,"theta0",0.0852518
322,"theta1",0.0001837
322,"ub",15.7065
322,"uc",3.76634
322,"uv",17.1434
322,"ud",10.9056
323,"ib0",22.76671
323,"ic0",24.19768
323,"id0",1.092143
323,"iv0",0.764295
323,"pcm",0.801236
323,"pvm",0.150284
323,"ad",8464.71
323,"av",2669.16
323,"b0",0.692702
323,"cd",0.0478699
323,"cu",0.0112911
323,"rm",70.1746
323,"d1",0.252779
323,"du",99.501
323,"rvm",75.9589
323,"fd0",0.0015839
323,"fv0",0.141857
323,"gamma1",2.70115
323,"gammad",5.71861
323,"gammav",3.67281
323,"kb",2.47089
323,"kc",2.74609
323,"kd",0.569689
323,"kv",1.88649
323,"phi0",0.560424
323,"phi1",0.0007861
323,"theta0",0.133745
323,"theta1",5.91e-05
323,"ub",11.4696
323,"uc",5.8709
323,"uv",5.94655
323,"ud",6.59308
324,"ib0",31.22
324,"ic0",16.59848
324,"id0",1.188135
324,"iv0",1.222757
324,"pcm",0.856867
324,"pvm",0.180108
324,"ad",8275.86
324,"av",2425.7
324,"b0",0.584697
324,"cd",0.0986957
324,"cu",0.0127048
324,"rm",62.549
324,"d1",0.190416
324,"du",104.315
324,"rvm",73.5513
324,"fd0",0.0009012
324,"fv0",0.134237
324,"gamma1",2.77092
324,"gammad",5.03095
324,"gammav",3.8844
324,"kb",1.40698
324,"kc",2.25794
324,"kd",0.582009
324,"kv",1.94755
324,"phi0",0.872093
324,"phi1",0.0005305
324,"theta0",0.0711927
324,"theta1",7.29e-05
324,"ub",11.8121
324,"uc",6.7307
324,"uv",4.07375
324,"ud",9.8702
325,"ib0",77.12503
325,"ic0",19.60814
325,"id0",0.8532969
325,"iv0",2.005315
325,"pcm",0.72705
325,"pvm",0.22033
325,"ad",8362.14
325,"av",3129
325,"b0",0.728775
325,"cd",0.0626603
325,"cu",0.003231
325,"rm",70.4757
325,"d1",0.107548
325,"du",122.875
325,"rvm",73.161
325,"fd0",0.0115109
325,"fv0",0.217805
325,"gamma1",0.702138
325,"gammad",3.45924
325,"gammav",3.45126
325,"kb",1.92261
325,"kc",2.24391
325,"kd",0.29256
325,"kv",2.30197
325,"phi0",0.709705
325,"phi1",0.0004137
325,"theta0",0.0508115
325,"theta1",9.19e-05
325,"ub",5.04032
325,"uc",10.433
325,"uv",18.8835
325,"ud",7.75901
326,"ib0",43.16931
326,"ic0",19.15285
326,"id0",0.4878443
326,"iv0",2.317693
326,"pcm",0.83686
326,"pvm",0.150309
326,"ad",8852.31
326,"av",2367.42
326,"b0",0.732053
326,"cd",0.0941419
326,"cu",0.007581
326,"rm",62.0165
326,"d1",0.190605
326,"du",106.388
326,"rvm",78.6336
326,"fd0",0.0143434
326,"fv0",0.385133
326,"gamma1",2.41244
326,"gammad",4.69504
326,"gammav",4.83899
326,"kb",2.24534
326,"kc",2.33193
326,"kd",0.477176
326,"kv",2.43654
326,"phi0",0.712726
326,"phi1",0.0011298
326,"theta0",0.0642971
326,"theta1",7.07e-05
326,"ub",8.99129
326,"uc",2.55094
326,"uv",6.39037
326,"ud",12.8276
327,"ib0",73.5219
327,"ic0",18.32126
327,"id0",2.346291
327,"iv0",1.032045
327,"pcm",0.843187
327,"pvm",0.141446
327,"ad",7820.89
327,"av",2286.47
327,"b0",0.607247
327,"cd",0.0896427
327,"cu",0.0069307
327,"rm",66.9629
327,"d1",0.114945
327,"du",125.626
327,"rvm",96.3114
327,"fd0",0.0119937
327,"fv0",0.121314
327,"gamma1",2.81555
327,"gammad",4.99483
327,"gammav",2.834
327,"kb",2.79783
327,"kc",2.55004
327,"kd",0.484007
327,"kv",1.83011
327,"phi0",0.796065
327,"phi1",0.0029706
327,"theta0",0.0675498
327,"theta1",7.92e-05
327,"ub",5.39575
327,"uc",6.67051
327,"uv",5.68987
327,"ud",8.81627
328,"ib0",52.04462
328,"ic0",16.60087
328,"id0",2.616371
328,"iv0",0.5148088
328,"pcm",0.871558
328,"pvm",0.251545
328,"ad",7873.71
328,"av",2422.23
328,"b0",0.45407
328,"cd",0.0840736
328,"cu",0.0068169
328,"rm",63.29
328,"d1",0.207574
328,"du",110.183
328,"rvm",64.6224
328,"fd0",0.0026294
328,"fv0",0.0519539
328,"gamma1",2.37825
328,"gammad",4.54044
328,"gammav",3.10552
328,"kb",2.03137
328,"kc",2.37936
328,"kd",0.60815
328,"kv",1.57622
328,"phi0",0.882117
328,"phi1",0.0006055
328,"theta0",0.0763406
328,"theta1",0.0002121
328,"ub",8.43115
328,"uc",10.2479
328,"uv",11.3451
328,"ud",8.92955
329,"ib0",111.9893
329,"ic0",20.33927
329,"id0",1.303513
329,"iv0",1.485543
329,"pcm",0.811982
329,"pvm",0.257185
329,"ad",8256.82
329,"av",2136.37
329,"b0",0.669029
329,"cd",0.0484658
329,"cu",0.005771
329,"rm",64.0268
329,"d1",0.203361
329,"du",115.94
329,"rvm",87.691
329,"fd0",0.0138145
329,"fv0",0.0983764
329,"gamma1",0.836236
329,"gammad",5.40117
329,"gammav",3.74095
329,"kb",1.80653
329,"kc",2.14598
329,"kd",0.532062
329,"kv",2.0625
329,"phi0",0.843671
329,"phi1",0.0012097
329,"theta0",0.0347993
329,"theta1",0.0001489
329,"ub",3.5032
329,"uc",4.25549
329,"uv",28.4646
329,"ud",12.9973
330,"ib0",124.3935
330,"ic0",19.16779
330,"id0",3.770063
330,"iv0",2.264559
330,"pcm",0.639914
330,"pvm",0.133619
330,"ad",7796.61
330,"av",4991.74
330,"b0",0.652608
330,"cd",0.0572258
330,"cu",0.0004183
330,"rm",69.4069
330,"d1",0.220557
330,"du",104.796
330,"rvm",91.6758
330,"fd0",0.0028721
330,"fv0",0.994957
330,"gamma1",0.595299
330,"gammad",5.29843
330,"gammav",3.09916
330,"kb",1.56502
330,"kc",2.10675
330,"kd",0.543518
330,"kv",2.40059
330,"phi0",0.741971
330,"phi1",0.0002992
330,"theta0",0.120827
330,"theta1",4.75e-05
330,"ub",1.18536
330,"uc",5.51685
330,"uv",12.1423
330,"ud",10.8828
331,"ib0",65.39863
331,"ic0",15.86473
331,"id0",0.7101805
331,"iv0",3.320971
331,"pcm",0.877673
331,"pvm",0.203446
331,"ad",7647
331,"av",3618.72
331,"b0",0.493511
331,"cd",0.0493477
331,"cu",0.0008633
331,"rm",63.303
331,"d1",0.165534
331,"du",115.02
331,"rvm",119.528
331,"fd0",0.0019233
331,"fv0",0.988466
331,"gamma1",1.25241
331,"gammad",4.83818
331,"gammav",1.32427
331,"kb",2.07371
331,"kc",2.21678
331,"kd",0.392442
331,"kv",3.17738
331,"phi0",0.592232
331,"phi1",0.0006484
331,"theta0",0.0277913
331,"theta1",0.0008464
331,"ub",5.97212
331,"uc",6.92716
331,"uv",81.2701
331,"ud",7.13411
332,"ib0",65.32449
332,"ic0",20.03386
332,"id0",11.73432
332,"iv0",1.753616
332,"pcm",0.844062
332,"pvm",0.142295
332,"ad",7338.87
332,"av",3573.54
332,"b0",0.636223
332,"cd",0.074819
332,"cu",0.0178716
332,"rm",64.2224
332,"d1",0.121789
332,"du",131.375
332,"rvm",122.815
332,"fd0",0.0241668
332,"fv0",0.978682
332,"gamma1",3.48305
332,"gammad",3.93334
332,"gammav",2.97907
332,"kb",1.24858
332,"kc",2.14004
332,"kd",0.707156
332,"kv",2.67206
332,"phi0",0.482564
332,"phi1",7.7e-05
332,"theta0",0.118086
332,"theta1",2.34e-05
332,"ub",6.97255
332,"uc",7.36104
332,"uv",34.9916
332,"ud",17.2226
333,"ib0",19.69077
333,"ic0",14.83781
333,"id0",3.920726
333,"iv0",0.9787298
333,"pcm",0.745691
333,"pvm",0.183985
333,"ad",7742.09
333,"av",2623.76
333,"b0",0.601024
333,"cd",0.072518
333,"cu",0.0015719
333,"rm",72.9778
333,"d1",0.201725
333,"du",93.8015
333,"rvm",65.7127
333,"fd0",0.0058581
333,"fv0",0.161137
333,"gamma1",1.29177
333,"gammad",5.07218
333,"gammav",2.39374
333,"kb",2.26102
333,"kc",2.88679
333,"kd",0.622875
333,"kv",1.92319
333,"phi0",0.683556
333,"phi1",0.0027105
333,"theta0",0.104198
333,"theta1",3.11e-05
333,"ub",9.72361
333,"uc",11.0477
333,"uv",1.08509
333,"ud",10.6302
334,"ib0",77.86827
334,"ic0",21.31458
334,"id0",1.772132
334,"iv0",0.8573005
334,"pcm",0.802475
